OG Shark
=============
nagchampa,https://www.leafly.com/hybrid/og-shark/reviews/1412667,"“Outstanding! I felt almost immediate effects from this excellent strain - the OG Shark was great for pain relief and appetite stimulation. Quelled chronic nausea and enabled me to both cook and eat a good meal. After a small pre-bed toke, I had a great sleep & awoke refreshed. Only downside was a slight anxious/paranoid feeling, but that could have been my mood.  This will for sure be in my Top 10; maybe even my Top ...”"
Yorick,https://www.leafly.com/hybrid/og-shark/reviews/1356512,"“Best high I've had in a while. Smooth flavor, potent effect, makes all the bullshit in life go away! Helps with stress, anxiety, and restoring ones mind if its going too fast or in a bad place. Also good for depression, a powerful uplifting effect.”"
MegaMan,https://www.leafly.com/hybrid/og-shark/reviews/1390159,"“I picked up OG Shark from the dispensary in Vancouver BC, it was grown by Valley Co-op.  This bud is beautiful.  The smell is amazing and difficult to describe, something like earthy fuel.  The smoke is extremely mild on the lungs and tastes great.  The high comes on fairly quick and feels amazing.  It made me feel very euphoric and uplifted, the high is crystal clear and very functional. The strain also gives an exc...”"
rlowe,https://www.leafly.com/hybrid/og-shark/reviews/1356513,"“Wow, Tilray really outdid themselves with this one.  With over 24% THC on the current batch it doesn't take much to get fully medicated with the Shark.  Sleep comes quick and hard though, so I wouldn't consider this a daytime strain by any means.  If you need something that will help you get to sleep this one will definitely do the trick!”"
CriticalYoda,https://www.leafly.com/hybrid/og-shark/reviews/1359808,"“I'm a Tilray user here. And I'm going to give OGShark a 4 Star. And here's why. 

For new users: if you're really looking to be mind blown, this is for you. Otherwise, I wouldn't recommend trying this right off the bat it's pretty potent. I used this product in a volcano vape. A small amount goes a long ways. If you're using this, I'd recommend starting small and just adding as you go. The taste was a bit harsh on th...”"
axeugene,https://www.leafly.com/hybrid/og-shark/reviews/1356514,"“I found this to be a very uplifing and energizing strain. I immediately picked up my guitar and wrote a very upbeat song without even realizing what was happening. 
At one point, I had a muscle above my right ear twitch away rapidly and suddenly stop. After it stopped, it felt like an energy block I wasn't aware of had just been opened.
I really love this strain.

My wife felt a bit paranoid, but that passed when she...”"
tommyspla69,https://www.leafly.com/hybrid/og-shark/reviews/1383360,"“Absolutely outstanding bud! The Smell will blow your mind!”"
KyleFromVanIsle,https://www.leafly.com/hybrid/og-shark/reviews/1356516,"“Wonderful, wonderful! Several hours of enhanced cerebral energy, inhabiting a great "space" all the while. Lighter flavours, smooth too. OG Kush is powerful enough, this strain is similar but perhaps even more of a head high. I even tried a nap - nope, couldn't do it.”"
sviauz06,https://www.leafly.com/hybrid/og-shark/reviews/1330457,"“Its my favourite strain at the moment. A large part of that is the fact that it was grown by Tilray. Their prices are up there, but the quality of the finished cured product is amazing. Smell smacks you in the face at first, then brings an immediate smile. Very pungent, kush smell with a lemon pine twist. Buds were so pretty you felt bad grinding them up. Purple everywhere and trichomes overflowing off every inch. Bu...”"
stonerdude,https://www.leafly.com/hybrid/og-shark/reviews/1130333,"“Smoked a oney, great for pain. The buds are dense as fuck and caked in crystals. It has purple spots throughout the bud and few trichomes. Very pungent good smell, fruity taste, most dope herb out there most definately.”"
tommyava,https://www.leafly.com/hybrid/og-shark/reviews/1356515,"“This is an amazing strain truly, it loosens you up for sure and relieves a lot of pain. I had a stiff neck the day before and after a few bowls of this, felt like nothing was wrong. It also helps a lot with sleep.”"
OptimusRhyme,https://www.leafly.com/hybrid/og-shark/reviews/1356517,"“Potent and flavourful”"
I3ruceBanner,https://www.leafly.com/hybrid/og-shark/reviews/1543424,"“Very smooth + clean smoke.
The hard-hitting high (~25% THC) is great for recreational users and those looking for something to pick up your spirits for a while!”"
CourtneyStrong,https://www.leafly.com/hybrid/og-shark/reviews/1347531,"“Great strain for daytime use. Uplifting, talkative, creative yet pain relief and stress free. True hybrid!  Is deff a great strain to keep on hand. 🙌🏽💖”"
burningvan420,https://www.leafly.com/hybrid/og-shark/reviews/1269094,"“Nice ;D”"
bogeygolfer77,https://www.leafly.com/hybrid/og-shark/reviews/1328325,"“A smooth smoke with a sweet aftertaste. Very powerful. Give a good head high with a relaxing overtone. Nice smell, great taste, good high.”"
TristanW78,https://www.leafly.com/hybrid/og-shark/reviews/1241386,"“Very strong, as a light smoker it was a good high. A little paranoid, but still really good shit. Smells great and grinds into a fluff.”"
burningvan420,https://www.leafly.com/hybrid/og-shark/reviews/1269094,"“Nice ;D”"
bogeygolfer77,https://www.leafly.com/hybrid/og-shark/reviews/1328325,"“A smooth smoke with a sweet aftertaste. Very powerful. Give a good head high with a relaxing overtone. Nice smell, great taste, good high.”"
OptimusRhyme,https://www.leafly.com/hybrid/og-shark/reviews/1356517,"“Potent and flavourful”"
thesnaper,https://www.leafly.com/hybrid/og-shark/reviews/1229691,"“Great Hybrid! Very heavy effects with mild uplifting, euphoric and haziness. Good taste, no dry mouth. Great for stress and pain. Flower provided by Tilray 30.7% THC <0.1% CBD
Taste Notes: Skunk, earthy, kush, gasoline, orange peel, spicy”"
CourtneyStrong,https://www.leafly.com/hybrid/og-shark/reviews/1347531,"“Great strain for daytime use. Uplifting, talkative, creative yet pain relief and stress free. True hybrid!  Is deff a great strain to keep on hand. 🙌🏽💖”"
Djfuche,https://www.leafly.com/hybrid/og-shark/reviews/1769069,"“One of the best OG strains I’ve smoked.  The nugs were almost too beautiful to grind up. Felt the effects immediately. Highly recommend only getting your Kush from chronickushco.ca🔥🔥🔥”"
shannon447,https://www.leafly.com/hybrid/og-shark/reviews/1598954,"“I like this strain for the most part as it’s really good for both my anxiety and for pain. It does make me super sleepy though which makes it hard to smoke during the day!”"
shannon447,https://www.leafly.com/hybrid/og-shark/reviews/1598954,"“I like this strain for the most part as it’s really good for both my anxiety and for pain. It does make me super sleepy though which makes it hard to smoke during the day!”"
marijuana_mormon,https://www.leafly.com/hybrid/og-shark/reviews/1153107,"“Its hard to put any strain Head to Head against OG Shark... it's just kicks the worries away while you snack and drift away. It really is strong making it hard for me to do a whole lot if I pack a little too much in the bowl.

I found it to be just right with 2 average bowls from my water pipe... wrecked but still able to play Battlefield at a "high" level ;) Keeping it at two bowls keeps it easier on my lungs as wel...”"
ChrisKali,https://www.leafly.com/hybrid/og-shark/reviews/1684686,"“Another great recommendation from the staff at Sunrise Wellness and at only 120$ an oz I am speechless😶 this is a hard hitting and nice smoking indica dominant for sure. Smokes very clean and tastes mildly spicy with hint of berries. This was a very sedating and relaxing high although I stayed focused and able to function but with the high THC I was floating most of tens day. IMO for the price and quality this is in...”"
micmacs,https://www.leafly.com/hybrid/og-shark/reviews/1245703,"“👍”"
avalonstaubin,https://www.leafly.com/hybrid/og-shark/reviews/1314179,"“So potent! Smoked and was high for hours! shipping came quick from Tilray. Does NOT disappoint!!”"
Ceidan,https://www.leafly.com/hybrid/og-shark/reviews/1334009,"“Daaaaamn that is some powerful wax. I'm guessing due to its thc content this is a prized strain for rosin pressers the dab tastes of pine and earthen delight that tried and true og kush flavour, i can't express how clear headed and euphoric the high is 10/10 strain”"
JimWonka,https://www.leafly.com/hybrid/og-shark/reviews/1352450,"“Very potent. Good for people having trouble falling asleep and give munchies.”"
louis.199066,https://www.leafly.com/hybrid/og-shark/reviews/1567360,"“Very nice daytime strain. Can function very efficiently and am not in a drowsy state but uplifted slightly. Tastes earthy and smooth.”"
dMarijuana98,https://www.leafly.com/hybrid/og-shark/reviews/1151275,"“Amazing strain, really earthy and pungent smell that will dank up a room when seal in a smelly proof”"
gtokes420,https://www.leafly.com/hybrid/og-shark/reviews/1182441,"“definitely a good strain, I felt relaxed and mellow and it had also numbed some aches I had in my body :)”"
ALi92,https://www.leafly.com/hybrid/og-shark/reviews/1765106,"“Creeps up on ya! But when it hits you're on cloud 9. Defs get hella munchies. So be prepared.”"
shumz420,https://www.leafly.com/hybrid/og-shark/reviews/1556218,"“outstanding taste and nighttime meds”"
amazingpanther,https://www.leafly.com/hybrid/og-shark/reviews/1264465,"“This strain is exceptional and lovely taste and helps with my nausea after taking 2 to 3 hits”"
Hendog281,https://www.leafly.com/hybrid/og-shark/reviews/1712306,"“this is my first strain review. I've been using cannabis for 1 year, as a substitute for the VA's concoction of pills for pain and PTSD, which causes my ultimate anxiety. 
this strain lifts my spirit and will let me relax. making me capable of handling enclosed spaces with other people(especially anyone standing behind me). despite being an Indica, it makes me want to go out and do things with my family. A+ for this ...”"
Atrent3,https://www.leafly.com/hybrid/og-shark/reviews/1498378,"“This strain was recommended to me by the dispensary. I have to say it's great stuff. I have ptsd and it sedated my anger. Calmed me down, relaxed me, made me feel happy, even ridded me of anxiety. The only thing it didn't do was made me want to sleep. It numbs your body but makes your mind go. Great for reading. If it made me want to sleep it would have been a 5/5 awesome head high. I vaporized my stuff.”"
Tinasucks,https://www.leafly.com/hybrid/og-shark/reviews/1773220,"“One of my favorite strands.

Fantastic for sex!

Also great for watching TV or relaxing.”"
Hendog281,https://www.leafly.com/hybrid/og-shark/reviews/1712306,"“this is my first strain review. I've been using cannabis for 1 year, as a substitute for the VA's concoction of pills for pain and PTSD, which causes my ultimate anxiety. 
this strain lifts my spirit and will let me relax. making me capable of handling enclosed spaces with other people(especially anyone standing behind me). despite being an Indica, it makes me want to go out and do things with my family. A+ for this ...”"
Spork122,https://www.leafly.com/hybrid/og-shark/reviews/1226456,"“I got some nug run shatter of this stain today. It is an amazing high. Very euphoric and a great appetite enhancer. Should be a pretty good day at work.”"
Atrent3,https://www.leafly.com/hybrid/og-shark/reviews/1498378,"“This strain was recommended to me by the dispensary. I have to say it's great stuff. I have ptsd and it sedated my anger. Calmed me down, relaxed me, made me feel happy, even ridded me of anxiety. The only thing it didn't do was made me want to sleep. It numbs your body but makes your mind go. Great for reading. If it made me want to sleep it would have been a 5/5 awesome head high. I vaporized my stuff.”"
SgtPillow,https://www.leafly.com/hybrid/og-shark/reviews/1347941,"“Great high. Super relaxing. Increased my appetite greatly. Overall amazing strain.”"
Tinasucks,https://www.leafly.com/hybrid/og-shark/reviews/1773220,"“One of my favorite strands.

Fantastic for sex!

Also great for watching TV or relaxing.”"
Blackfoot905,https://www.leafly.com/hybrid/og-shark/reviews/1306322,"“Was defiantly not a good choice for a morning session . 
Just a little over powering first thing in the morning”"
ghosttropics,https://www.leafly.com/hybrid/og-shark/reviews/1303868,"“not bad, but didn't really do much for me. don't think i will purchase again”"
Tristezza,https://www.leafly.com/hybrid/og-shark/reviews/1709810,"“very very nice, all I have to say. very relaxed and slightly sleepy”"
af,https://www.leafly.com/hybrid/og-shark/reviews/1474613,"“wow. full head high followed by a body high. definitely got me where I wanted to be”"
Addadab127,https://www.leafly.com/hybrid/og-shark/reviews/1130332,"“Definitely a hard hitter. Taste is great. Not harsh. Good mellow high. Not too much of a head high. But more of a relaxed high.”"
digdug4,https://www.leafly.com/hybrid/og-shark/reviews/1160833,"“It was good”"
Wazzie,https://www.leafly.com/hybrid/og-shark/reviews/1284587,"“I love this strain. Glued me to the couch and took my IBS pain away instantly. Super chill.😋”"
gregman98,https://www.leafly.com/hybrid/og-shark/reviews/1413459,"“AWESOME STRAIN FOR PAIN MANAGEMENT. I had nasal surgery in March of '17. (To correct my anosmia - lack of smell - caused by benign polyps blocking the smell receptors in my sinus cavity).
It was a 3-hour long surgery.  Upon awaking, I was given a percocet and prescribed 30 more. 
I took 2 percocets the day after my surgery (8 hours between each) and that was it... I don't particularly like taking pills. I vaped OG Sh...”"
alemaria,https://www.leafly.com/hybrid/og-shark/reviews/1255876,"“Very mild -- Perfect for a relaxing night in, or if you just want to chill out. No paranoia + body buzz.”"
GreenLantern285,https://www.leafly.com/hybrid/og-shark/reviews/1284990,"“Super trippy high. Like insanely trippy. Feels almost like the opposite of zen. Once I got into my bed though, it proved super relaxing, and the trippyness was gone. Was asleep in 5 min. Great for chilling before bed and then falling into a relaxing and comfortable sleep”"
GreenLantern285,https://www.leafly.com/hybrid/og-shark/reviews/1285058,"“Great for killing insomnia and getting a relaxing sleep. If you need insomnia medication, try this out for sure. Other than that, I would only go out of my way to get this strain if I wanted to be tripped the fuck out. Either this strain or granddaddy purple is good for that. Not a bad strain though. Overall 3/5 for me”"
bigal83,https://www.leafly.com/hybrid/og-shark/reviews/1340385,"“fast pain relief aswell as a beautiful smoke , taste , and high.”"
profecyivf,https://www.leafly.com/hybrid/og-shark/reviews/1248579,"“I really love this strain. The strain hits in no time and you truly feel lifted. Euphoric more than relaxing but you can get things done.”"
Atrent3,https://www.leafly.com/hybrid/og-shark/reviews/1498378,"“This strain was recommended to me by the dispensary. I have to say it's great stuff. I have ptsd and it sedated my anger. Calmed me down, relaxed me, made me feel happy, even ridded me of anxiety. The only thing it didn't do was made me want to sleep. It numbs your body but makes your mind go. Great for reading. If it made me want to sleep it would have been a 5/5 awesome head high. I vaporized my stuff.”"
louis.199066,https://www.leafly.com/hybrid/og-shark/reviews/1567360,"“Very nice daytime strain. Can function very efficiently and am not in a drowsy state but uplifted slightly. Tastes earthy and smooth.”"
